clause_id,content_type,state,citation,citation_status,verification_status,effective_from,last_checked,supersedes,notes
default-by-tenant,LEASE_CLAUSE,CA,Civ. Code §1717,CITED,VERIFIED,2026-08-20,2026-09-19,,"CA keeps the prevailing-party fee sentence: Civ. Code §1717 makes a one-way fee clause reciprocal rather than void (the opposite of Ohio §5321.13(C)), so CA uses the full default-by-tenant, NOT default-by-tenant-ks-ne. Source: CA extend manifest (appendix of lease-clause-decision-log-CA.md). CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). No CA conflict found."
surrender-end-of-term,LEASE_CLAUSE,CA,"Civ. Code §§1980-1991, 789.3(b)(3), 1990(c); Mil. & Vet. Code §409.1(b)",CITED,VERIFIED,2026-08-21,2026-09-19,,"CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). The 'to the extent permitted by applicable law' hedge is doing real work in CA: disposal must follow Civ. [...full trail in lease-clauses.csv notes]"
month-to-month-notice-ca,LEASE_CLAUSE,CA,Civ. Code §1946.1,CITED,VERIFIED,2024-04-01,2026-09-19,,"CA: REWRITTEN 2026-09-19 from primary text of Civ. Code s1946.1. The pre-existing dormant row was defective in four ways: (1) it applied the 30/60 split to BOTH parties - s1946.1(b) imposes 60 days on the OWNER only; a tenant's notice is one tenancy period regardless of occupancy length, so the old text bound a long-term tenant to a 60-day duty CA law does not impose, while reciting 'as required by California law'; ( [...full trail in lease-clauses.csv notes]"
notices,LEASE_CLAUSE,CA,,GENERIC,VERIFIED,2026-08-21,2026-09-19,,"CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). No CA conflict found."
governing-law,LEASE_CLAUSE,CA,,GENERIC,VERIFIED,2026-08-21,2026-09-19,,"CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). No CA conflict found."
severability,LEASE_CLAUSE,CA,,GENERIC,VERIFIED,2026-08-21,2026-09-19,,"CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). No CA conflict found."
entire-agreement,LEASE_CLAUSE,CA,,GENERIC,VERIFIED,2026-08-21,2026-09-19,,"CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). No CA conflict found. CA drafting note: 'may not be changed except in writing signed by all parties' sits beside rent-increase-notice-ca, which relies on Civ. Code s827's unilateral change-by-notice for periodic tenancies. [...full trail in lease-clauses.csv notes]"
addendum-precedence,LEASE_CLAUSE,CA,,GENERIC,VERIFIED,2026-08-21,2026-09-19,,"of this Lease' - true and protective in every state, not CA-specific. The CA override is deleted and this row now serves all nine states — Taylor's 'massage one row to cover several states' rather than keep a near-identical override. THIS CHANGED THE TEXT FOR THE EIGHT EXISTING STATES; the addition is strictly protective and lawful in each, but it is a real edit to their clause, made deliberately."
electronic-signatures,LEASE_CLAUSE,CA,,GENERIC,VERIFIED,2026-08-21,2026-09-19,,"CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). No CA conflict found."
pet-insurance-requirement,LEASE_CLAUSE,CA,2 CCR §12185(d)(2); 24 C.F.R. §100.204 (federal),CITED,VERIFIED,2026-08-21,2026-09-19,,
assigned-parking-space,LEASE_CLAUSE,CA,Civ. Code §1947.1,CITED,VERIFIED,2026-08-21,2026-09-19,,"CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). For a s1947.1 qualifying property (certificate of occupancy on/after 2025-01-01, 16+ units, one of ten named counties) parking may NOT be in the rental agreement - use a separate parking agreement instead. See unbundled-parking-ca."
keys,LEASE_CLAUSE,CA,"Civ. Code §§1941.5, 1941.6",CITED,VERIFIED,2026-08-21,2026-09-19,,"CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). CA lock-change rights after abuse or violence (Civ. Code ss1941.5, 1941.6) apply 'notwithstanding any provision in the lease'; this row does not purport to bar them and does not conflict."
guest-policy,LEASE_CLAUSE,CA,,GENERIC,VERIFIED,2026-08-21,2026-09-19,,"CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). No CA conflict found."
guest-policy-day-limit,LEASE_CLAUSE,CA,,GENERIC,VERIFIED,2026-08-21,2026-09-19,,"CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). No CA conflict found."
fire-safety-grilling,LEASE_CLAUSE,CA,,GENERIC,VERIFIED,2026-08-21,2026-09-19,,"CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). No CA conflict found."
landscaping-irrigation,LEASE_CLAUSE,CA,,GENERIC,VERIFIED,2026-08-21,2026-09-19,,"CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). No CA conflict found."
snow-removal,LEASE_CLAUSE,CA,,GENERIC,VERIFIED,2026-08-21,2026-09-19,,"CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). No CA conflict found."
lead-based-paint,LEASE_CLAUSE,CA,,GENERIC,VERIFIED,2026-08-21,2026-09-19,,"CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). No CA conflict found."
hoa-compliance,LEASE_CLAUSE,CA,,GENERIC,VERIFIED,2026-08-21,2026-09-19,,"CA: extended to California 2026-09-19 after re-screen against the full CA pass (the extend manifest had deferred tagging until the blocked set was resolved, and the step was then missed). No CA conflict found."
bed-bug-disclosure-ca,LEASE_CLAUSE,CA,Civ. Code §1954.603,CITED,VERIFIED,2017-07-01,2026-09-19,,"CA: REWRITTEN 2026-09-19 against Civ. Code s1954.603 (primary text supplied by Taylor). Statute requires the information 'in substantially the following form' and in AT LEAST 10-POINT TYPE - shipped effectively verbatim because 'substantially' is not a licence to compress. THIRD type-size floor found in CA (8-point at s2079.10a, 10-point here, 12-point at s1946.2(f)(3)); the schema still cannot express any of them. [...full trail in lease-clauses.csv notes]"
meth-disclosure-ca,LEASE_CLAUSE,CA,H&S §25400.28,CITED,VERIFIED,2020-01-01,2026-09-19,,"CA: REWRITTEN 2026-09-19 against H&S s25400.28 (primary text supplied by Taylor; Chapter 6.9.1, amended by Stats. 2019 ch. 691 (AB 1596), eff. 2020-01-01). The chapter is 6.9.1, not 6.9.2 as I guessed. Five defects in the prior dormant row. (1) TRIGGER WRONG: the row keyed off 'an order prohibiting occupancy due to methamphetamine contamination that has not been satisfied'. [...full trail in lease-clauses.csv notes]"
flood-disclosure-ca,LEASE_CLAUSE,CA,Gov. Code §8589.45; Civ. Code §1632,CITED,VERIFIED,2018-07-01,2026-09-19,,"CA: REWRITTEN 2026-09-19 against Gov. Code s8589.45 (primary text supplied by Taylor, current as of 2026-01-01). STRUCTURAL DEFECT CORRECTED - rule_type moved CONDITIONAL -> REQUIRED. The prior dormant row treated the WHOLE disclosure as conditional on the property being in a flood zone. [...full trail in lease-clauses.csv notes]"
sex-offender-registry-notice-ca,LEASE_CLAUSE,CA,Civ. Code §2079.10a(a)(3); Civ. Code §1940; Pen. Code §290.46(j),CITED,VERIFIED,2006-04-01,2026-09-19,,"CA: VERBATIM STATUTORY TEXT - Civ. Code s2079.10a(a)(3), primary text supplied by Taylor 2026-09-19 (Amended by Stats. 2018, ch. 907 (AB 1289), eff. 2019-01-01). Prescribed floor: NOT LESS THAN 8-POINT TYPE. Do not add a preamble, reword, or drop the URL. [...full trail in lease-clauses.csv notes]"
tpa-notice-ca,LEASE_CLAUSE,CA,Civ. Code §1946.2(f)(3); Civ. Code §1632,CITED,VERIFIED,2020-07-01,2026-09-19,,"CA: VERBATIM STATUTORY TEXT - do not paraphrase, reword or reformat. Civ. Code s1946.2(f)(3) prescribes this exact wording and requires no less than 12-POINT TYPE. Required for any tenancy commenced or renewed on or after 2020-07-01 (mobilehome 2022-07-01), in the lease, as an addendum, or as a tenant-signed written notice. s1946.2(f)(3) also subjects the notification to Civ. [...full trail in lease-clauses.csv notes]"
tpa-exemption-notice-ca,LEASE_CLAUSE,CA,Civ. Code §1946.2(e)(8)(B)(i),CITED,VERIFIED,2020-07-01,2026-09-19,,"CA: VERBATIM STATUTORY TEXT - do not paraphrase. Identical wording is prescribed twice, at Civ. Code s1946.2(e)(8)(B)(i) and s1947.12(d)(5)(B)(i). Use ONLY where the unit is alienable separate from title to any other dwelling unit (detached SFR, condo) AND the owner is not a REIT, a corporation, an LLC with any corporate member, or mobilehome-park management. [...full trail in lease-clauses.csv notes]"
owner-move-in-reservation-ca,LEASE_CLAUSE,CA,Civ. Code §1946.2(b)(2)(A)(ii),CITED,VERIFIED,2020-07-01,2026-09-19,,"CA: OPT-IN LANDLORD RIGHT - a silent lease FORFEITS it. Civ. Code s1946.2(b)(2)(A)(ii): for leases entered into on or after 2020-07-01, the owner/relative move-in just cause is available ONLY if the tenant agrees in writing at the time, or a lease provision allows the owner to terminate on a unilateral decision to occupy. [...full trail in lease-clauses.csv notes]"
security-deposit-cap-ca,LEASE_CLAUSE,CA,Civ. Code §1950.5; Civ. Code §1940.5(g),CITED,VERIFIED,2024-07-01,2026-09-19,security-deposit-use,"CA: Verified against Civ. Code s1950.5 current text 2026-09-19. Cap is ONE month's rent, furnished or unfurnished alike - the old two/three-month unfurnished/furnished split is gone. s1950.5(c)(6) is the operative commencement rule: the subdivision does not apply to security collected or demanded BEFORE 2024-07-01, so pre-July-2024 deposits are grandfathered at the amount lawfully collected. [...full trail in lease-clauses.csv notes]"
security-deposit-return-ca,LEASE_CLAUSE,CA,Civ. Code §1950.5; Mil. & Vet. Code §400(d); Mil. & Vet. Code §409(h),CITED,VERIFIED,,2026-09-19,security-deposit-return,"CA: Written per Instructions item 24 - the base security-deposit-return row has a BLANK states field and every prior state overrode it, so the 'screen shared base rows tagged 2+ states' step could never surface it for CA. Verified against Civ. [...full trail in lease-clauses.csv notes]"
rent-increase-cap-ca,LEASE_CLAUSE,CA,Civ. Code §1947.12,CITED,VERIFIED,2024-04-01,2026-09-19,,"CA: Verified against Civ. Code s1947.12 current text 2026-09-19. Cap is the LOWER of 5 percent plus CPI or 10 percent - not 10 percent flat, a common secondary-source simplification. The applicable CPI is the metropolitan-area CPI-U under s1947.12(g)(1), with an April-to-April measurement and an August 1 switchover under (g)(3)(B), so the permitted figure is region- and date-dependent and cannot be hardcoded. [...full trail in lease-clauses.csv notes]"
notice-service-fee-ban-ca,LEASE_CLAUSE,CA,Civ. Code §1946.1(i); CCP §1161(6); CCP §1161; Civ. Code §1946(b),CITED,VERIFIED,2025-02-01,2026-09-19,,"CA: TWO INDEPENDENT STATUTORY BASES, both read section-open. Civ. Code s1946.1(i) bars a fee for serving, posting or delivering notices under that section; CCP s1161(6) separately provides that 'a landlord or its agent shall not charge a tenant a fee for serving, posting, or otherwise delivering any notice, as described in this section', covering the s1161 three-day notice family. [...full trail in lease-clauses.csv notes]"
edu-tpa-sunset-ca,LANDLORD_EDUCATION,CA,Civ. Code §1946.2; Civ. Code §1947.12,CITED,VERIFIED,,2026-09-19,,"CA: Read section-open 2026-09-19. LEGAL-WATCH ITEM, highest priority in CA - on 2030-01-01 the rent cap, the just-cause regime, the mandatory s1946.2(f)(3) lease notice and the s1946.2(e)(8)/s1947.12(d)(5) exemption notice all lapse together unless extended, which would invalidate four CA rows at once. A legislative bill-tracking watch keyed to s1946.2 and s1947.12 should be live well before then. [...full trail in lease-clauses.csv notes]"
edu-no-foreclosure-disclosure-ca,LANDLORD_EDUCATION,CA,Former Civ. Code §2924.85 (added Stats. 2012 ch. 566 (SB 1191) §2; self-repealed 2018-01-01 per former subd. (g)); Civ. Code §2924.8; CCP §1161b,CITED,VERIFIED,,2026-09-24,,"Closed 2026-09-24 (Claude Desktop follow-up). The current Title 14, Ch. 2, Art. 1 section index (§§2920-2944.10) contains no §2924.85 (2924.8 -> 2924.9 -> 2924.10). No successor re-imposes a pre-lease foreclosure disclosure on landlords; the surviving §2924.8 notice is a trustee/lender duty owed to residents. Index read via Justia's reproduction (leginfo blocks automated access), combined with the self-executing sunset."
edu-deposit-photo-duty-ca,LANDLORD_EDUCATION,CA,Civ. Code §1950.5(g)(1),CITED,VERIFIED,,2026-09-19,,"CA: Civ. Code s1950.5(g)(1)-(2) and s1950.5(h)(2)(D), read section-open 2026-09-19. Two different commencement dates that are easy to conflate - the move-OUT photo duty started 2025-04-01 and applies to existing tenancies; the move-IN photo duty attaches only to tenancies that BEGIN on or after 2025-07-01. [...full trail in lease-clauses.csv notes]"
edu-municipal-layer-ca,LANDLORD_EDUCATION,CA,Civ. Code §1946.2; Civ. Code §1947.12,CITED,VERIFIED,,2026-09-19,,"CA: Scope flag only, NOT RESOLVED, per the state-level-only decision for this pass - same 'noted, not resolved' treatment as Denver/Boulder, Minneapolis/St. Paul and Ohio's cities. [...full trail in lease-clauses.csv notes]"
bed-bug-cooperation-ca,LEASE_CLAUSE,CA,Civ. Code §1954.604,CITED,VERIFIED,2017-01-01,2026-09-19,,"CA: Civ. Code s1954.604, primary text supplied by Taylor 2026-09-19. Note the statute deems entry to inspect a unit selected by the pest control operator, and followup inspections of SURROUNDING units, a 'necessary service' for s1954 purposes - so a neighbour's infestation supplies lawful grounds to enter an uninfested tenant's unit. [...full trail in lease-clauses.csv notes]"
edu-bed-bug-landlord-duties-ca,LANDLORD_EDUCATION,CA,Civ. Code §1954.602,CITED,VERIFIED,2017-01-01,2026-09-19,,"CA: Civ. Code ss1954.602 and 1954.605, primary text supplied by Taylor 2026-09-19. The two-business-day written notice clock runs from the landlord's RECEIPT of the operator's findings, not from the inspection, and it is an affirmative duty with no tenant-request trigger - the kind of operational habitability duty the CO re-audit found the library systematically missed. [...full trail in lease-clauses.csv notes]"
edu-mold-disclosure-contingency-ca,LANDLORD_EDUCATION,CA,H&S §17920.3; Civ. Code §1941.7(a); H&S §17920.3(a)(13); H&S §26147,CITED,VERIFIED,2002-01-01,2026-09-19,,"CA: REWRITTEN 2026-09-19 once H&S s17920.3 was read section-open. The earlier version of this row framed CA as possibly having NO mold obligation, which would have been the wrong conclusion - the duty exists, it just sits in habitability rather than disclosure. [...full trail in lease-clauses.csv notes]"
edu-nsf-treble-damages-ca,LANDLORD_EDUCATION,CA,Civ. Code §1719(a)(2),CITED,VERIFIED,,2026-09-19,,"CA: Civ. Code s1719(a)(2), together with (h)-(k) from the partial text supplied earlier. The election point is the trap: s1719(a)(2)'s closing sentence extinguishes the service charge once treble liability attaches, so a landlord demanding both is overreaching. Three MANDATORY contents in the certified-mail demand - miss one and the treble claim fails. [...full trail in lease-clauses.csv notes]"
edu-meth-fentanyl-disclosure-duties-ca,LANDLORD_EDUCATION,CA,H&S §25400.28(b),CITED,VERIFIED,2020-01-01,2026-09-19,,"CA: H&S s25400.28(b), read section-open 2026-09-19. Routed to education because three of the four obligations are procedural and occur before signature - the lease clause alone cannot discharge them. The application-stage trigger is the one most likely to be missed by a product that only generates documents at lease time. Void-the-agreement is the remedy; no damages provision appears in the subdivision."
assistance-animal-accommodation-ca,LEASE_CLAUSE,CA,2 CCR §12185; Gov. Code §12935(a); 2 CCR §14331; Pen. Code §365.5; 2 CCR §12176; Civ. Code §54.1; CASE LAW: Auburn Woods I HOA v. FEHC,CITED,VERIFIED,2020-01-01,2026-09-19,assistance-animal-accommodation,"CA: Written 2026-09-19 against 2 CCR ss12185 and 12005(d) (Civil Rights Council fair housing regulations, Subchapter 7 Art. 18; new section filed 1979-09-16, operative 2020-01-01). RESOLVES the Instruction 24 REQUIRED-family gap - the base assistance-animal-accommodation row is tagged KS only and was invisible to the 2+ state extend screen, exactly as it was for Ohio. [...full trail in lease-clauses.csv notes]"
edu-assistance-animal-documentation-ca,LANDLORD_EDUCATION,CA,2 CCR §12185(b),CITED,VERIFIED,2020-01-01,2026-09-19,,"CA: 2 CCR s12185(b), (c)(2), (d)(7) and (d)(9)(B)-(D), plus s12005(d)(1), read section-open 2026-09-19. The online-certification presumption at (c)(2) is the landlord-favourable limb most likely to be misapplied - it is a presumption about the RELIABILITY of one document, not a licence to deny, and the regulation expressly requires giving the tenant a chance to cure the documentation first. [...full trail in lease-clauses.csv notes]"
landlord-entry-ca,LEASE_CLAUSE,CA,Civ. Code §1954; H&S §17973; H&S §13113.7(d)(2)(A),CITED,VERIFIED,2019-01-01,2026-09-19,landlords-access,"CA: Civ. Code s1954, primary text supplied by Taylor 2026-09-19 (amended by Stats. 2018 ch. 445 (SB 721), eff. 2019-01-01). Core Obligations canvass row, now answerable for CA. [...full trail in lease-clauses.csv notes]"
edu-translation-duty-ca,LANDLORD_EDUCATION,CA,Civ. Code §1632; Gov. Code §8589.45(b),CITED,VERIFIED,2025-01-01,2026-09-19,,"CA: Civ. Code s1632, primary text supplied by Taylor 2026-09-19 (amended by SB 1103, Stats. 2024 ch. 1015, eff. 2025-01-01). This is the duty s1946.2(f)(3) and Gov. Code s8589.45(b) both invoke, now read at source. Findings that change how the app must treat it: (1) SCOPE LIMIT - s1632(b)(3) reaches a tenancy 'for a period of longer than one month' only, so a pure month-to-month tenancy is OUTSIDE the duty. [...full trail in lease-clauses.csv notes]"
edu-lease-waiver-void-ca,LANDLORD_EDUCATION,CA,Civ. Code §1953; CCP §1132(a),CITED,VERIFIED,1976-01-01,2026-09-19,,"CA: Civ. Code s1953 (Hiring of Real Property chapter), primary text supplied by Taylor 2026-09-19. NOTE this is CIVIL CODE s1953, not CCP s1953 - see the cross-body citation ambiguity topic. [...full trail in lease-clauses.csv notes]"
accommodation-request-rights-ca,LEASE_CLAUSE,CA,2 CCR §12176(f)(1); Civ. Code §1953(a)(2),CITED,VERIFIED,2020-01-01,2026-09-19,,"CA: 2 CCR ss12176(f)(1)-(3), 12176(f)(5) and 12180(a)(1), (a)(3), read section-open 2026-09-19. Three rules here bind LEASE DRAFTING directly, which is why this is a clause and not only education. [...full trail in lease-clauses.csv notes]"
edu-accommodation-process-ca,LANDLORD_EDUCATION,CA,2 CCR §12176(e),CITED,VERIFIED,2020-01-01,2026-09-19,,"CA: 2 CCR ss12176(e), 12177, 12178 and 12179, read section-open 2026-09-19. Far more operationally detailed than any prior state's accommodation rules. Items with no analogue anywhere in the library: s12176(e) CONFIDENTIALITY - disability and request information may not be shared with anyone not directly involved in the interactive process or decision, save four exceptions (needed to decide, needed to implement, writ [...full trail in lease-clauses.csv notes]"
reasonable-modification-ca,LEASE_CLAUSE,CA,2 CCR §12181; H&S §17959.6,CITED,VERIFIED,2022-01-01,2026-09-19,,"CA: 2 CCR s12181, read section-open 2026-09-19 (filed 11-19-2021, operative 2022-01-01; amended 2024-01-01). Four landlord-side prohibitions in this section are lease-drafting rules, which is why this is a clause: s12181(b) - MAY NOT increase a customarily required security deposit for an individual with a disability, and may not AUTOMATICALLY require an escrow account; s12181(c) - may not require a particular contra [...full trail in lease-clauses.csv notes]"
repair-and-deduct-ca,LEASE_CLAUSE,CA,Civ. Code §1942; Civ. Code §1953(b),CITED,VERIFIED,1979-01-01,2026-09-19,,"CA: Civ. Code s1942, primary text supplied by Taylor 2026-09-19. Two features that cut against how repair clauses are normally drafted: (1) ORAL NOTICE SUFFICES - s1942(a) says 'written or oral notice to the landlord or his agent, as defined in subdivision (a) of Section 1962'. Any lease clause conditioning the repair-and-deduct remedy on WRITTEN notice modifies a statutory right and is therefore exposed under Civ. [...full trail in lease-clauses.csv notes]"
edu-retaliation-ca,LANDLORD_EDUCATION,CA,Civ. Code §1942.5; Civ. Code §1942.6,CITED,VERIFIED,2021-10-01,2026-09-19,,"CA: Civ. Code s1942.5, primary text supplied by Taylor 2026-09-19 (operative 2021-10-01 per s1942.5(l); amended by AB 832, Stats. 2021 ch. 27). Points the library has no analogue for: s1942.5(c) and (e) - THREATENING TO REPORT THE TENANT OR ANYONE ASSOCIATED WITH THE TENANT TO IMMIGRATION AUTHORITIES is expressly retaliatory under both the (a) and (d) prohibitions. [...full trail in lease-clauses.csv notes]"
owner-identity-disclosure-ca,LEASE_CLAUSE,CA,Civ. Code §1962; CCP §1161(2); Civ. Code §1499,CITED,VERIFIED,2013-01-01,2026-09-19,,"CA: Civ. Code s1962, primary text supplied by Taylor 2026-09-19 (amended Stats. 2012 ch. 695 (AB 1953)). Sits in CHAPTER 4, Identification of Property Owners - outside the Chapter 2 landlord-tenant provisions. Instruction 7 cross-chapter pattern, fifth confirmation in CA. s1962(a) says 'Disclose THEREIN', so this is content the statute requires IN THE LEASE ITSELF - not a separate notice. [...full trail in lease-clauses.csv notes]"
rent-increase-notice-ca,LEASE_CLAUSE,CA,Civ. Code §827; CCP §1013; CCP §1013(c); CCP §1010.6,CITED,VERIFIED,2025-01-01,2026-09-19,,"CA: Civ. Code s827, primary text supplied by Taylor 2026-09-19 (amended by SB 1103, Stats. 2024 ch. 1015, eff. 2025-01-01). Sits in DIVISION 2 (Property), Title 3 - a third code location for CA landlord-tenant law after Chapter 2 and Chapter 4. CRITICAL INTERACTION: this notice rule is INDEPENDENT of s1947.12 and applies even to units EXEMPT from the Tenant Protection Act. [...full trail in lease-clauses.csv notes]"
tenant-maintenance-obligations-ca,LEASE_CLAUSE,CA,Civ. Code §1941.2,CITED,VERIFIED,1979-01-01,2026-09-19,tenant-maintenance,"CA: Civ. Code ss1941.2 and 1929, primary text supplied by Taylor 2026-09-19. These are the two provisions cross-referenced by s1942(c) as disqualifying a tenant from repair-and-deduct, so they are the other half of repair-and-deduct-ca. [...full trail in lease-clauses.csv notes]"
edu-screening-fee-ca,LANDLORD_EDUCATION,CA,Civ. Code §1950.6,CITED,VERIFIED,2026-01-01,2026-09-19,,"CA: Civ. Code s1950.6, primary text supplied by Taylor 2026-09-19. AMENDED BY AB 1170, Stats. 2025 ch. 67, EFFECTIVE 2026-01-01 - one of the most recently changed provisions in the CA set, and squarely in the legal-watch zone. DO NOT HARDCODE $30. [...full trail in lease-clauses.csv notes]"
edu-three-day-notice-ca,LANDLORD_EDUCATION,CA,CCP §1161; Civ. Code §1962; Civ. Code §3482.8; Civ. Code §1940(b),CITED,VERIFIED,2025-02-01,2026-09-19,,"CA: CCP ss1161 and 1162, primary text supplied by Taylor 2026-09-19. s1161 amended by SB 611 (Stats. 2024 ch. 287), OPERATIVE 2025-02-01. Routed to LANDLORD_EDUCATION per the standing decision to send notice-and-cure mechanics to the legal tracker rather than into lease text. The s1161(2) content list MIRRORS Civ. [...full trail in lease-clauses.csv notes]"
