clause_id,content_type,state,citation,citation_status,verification_status,effective_from,last_checked,supersedes,notes
guest-policy,LEASE_CLAUSE,NV,,GENERIC,VERIFIED,2026-08-21,2026-09-24,,"NV: Applies as written; no NV statute drives this clause (NV pass 2026-09-24, read against NRS 118A in full). [...full trail in lease-clauses.csv notes]"
guest-policy-day-limit,LEASE_CLAUSE,NV,,GENERIC,VERIFIED,2026-08-21,2026-09-24,,"NV: Applies as written; no NV statute drives this clause (NV pass 2026-09-24, read against NRS 118A in full). [...full trail in lease-clauses.csv notes]"
common-area-use,LEASE_CLAUSE,NV,NRS 118A.325; NRS 118A.327(1),CITED,VERIFIED,2026-08-21,2026-09-24,,NV: EDITED 2026-09-24: savings sentence for protected displays. UNIFORM; propagated to all tagged state logs 2026-09-25. [...full trail in lease-clauses.csv notes]
fire-safety-grilling,LEASE_CLAUSE,NV,,GENERIC,VERIFIED,2026-08-21,2026-09-24,,"NV: Applies as written; no NV statute drives this clause (NV pass 2026-09-24, read against NRS 118A in full). [...full trail in lease-clauses.csv notes]"
landscaping-irrigation,LEASE_CLAUSE,NV,NRS 118A.290(2)-(4),CITED,VERIFIED,2026-08-21,2026-09-24,,NV: Tenant upkeep agreement permitted if made in good faith. [...full trail in lease-clauses.csv notes]
snow-removal,LEASE_CLAUSE,NV,NRS 118A.290(2),CITED,VERIFIED,2026-08-21,2026-09-24,,NV: Same basis as landscaping-irrigation. [...full trail in lease-clauses.csv notes]
inspection-rights,LEASE_CLAUSE,NV,NRS 118A.200(3)(h); NRS 118A.330(1)(a),CITED,VERIFIED,2026-08-21,2026-09-24,,NV: Satisfies the mandatory inspection-rights lease subject. [...full trail in lease-clauses.csv notes]
lead-based-paint,LEASE_CLAUSE,NV,,GENERIC,VERIFIED,2026-08-21,2026-09-24,,"NV: Applies as written; no NV statute drives this clause (NV pass 2026-09-24, read against NRS 118A in full). [...full trail in lease-clauses.csv notes]"
hoa-compliance,LEASE_CLAUSE,NV,,GENERIC,VERIFIED,2026-08-21,2026-09-24,,"NV: Applies as written; no NV statute drives this clause (NV pass 2026-09-24, read against NRS 118A in full). [...full trail in lease-clauses.csv notes]"
foreclosure-disclosure-nv,LEASE_CLAUSE,NV,NRS 118A.275; NRS 40.255,PARTIAL,VERIFIED,,2026-09-24,,"NV: Rewritten and activated from the dormant row. OPEN: whether a recorded notice of default in a nonjudicial trustee sale (NRS ch. 107, not read) is a 'foreclosure proceeding'; the clause does not decide it. Willful violation is a deceptive trade practice (ch. 598 remedies not read). [...full trail in lease-clauses.csv notes]"
assistance-animal-accommodation,LEASE_CLAUSE,NV,NRS 118.105; NRS 118.101(1)(b); 42 U.S.C. §3604(f)(3)(B),CITED,VERIFIED,2026-08-21,2026-09-24,,NV: Independent state basis covers support animals. No express NV fee ban (NAC 233 procedural; no NAC 118); the no-fee promise rests on the accommodation duty. HUD guidance withdrawn 2025-09-17. [...full trail in lease-clauses.csv notes]
holdover-ca,LEASE_CLAUSE,NV,NRS 118A.470; NRS 40.250; NRS 40.360(2),CITED,VERIFIED,1994-01-01,2026-09-24,holdover,"NV: Actual damages; consented holdover is month to month. Treble damages are court-awarded, preserved by 'any remedy allowed by law'. [...full trail in lease-clauses.csv notes]"
storage-space-ks-oh-ca,LEASE_CLAUSE,NV,NRS 118A.220(1)(d),CITED,VERIFIED,1976-01-01,2026-09-24,storage-space,"NV: Chosen over the base row, whose exculpatory sentence is void in NV. [...full trail in lease-clauses.csv notes]"
parking-ks-oh-ca,LEASE_CLAUSE,NV,NRS 118A.220(1)(d),CITED,VERIFIED,1976-01-01,2026-09-24,parking,NV: Chosen over the base row (exculpatory sentence void in NV). [...full trail in lease-clauses.csv notes]
tenants-property-insurance-ks-oh-ca,LEASE_CLAUSE,NV,NRS 118A.220(1)(d),CITED,VERIFIED,1976-01-01,2026-09-24,tenants-property-insurance,NV: Chosen over the base row (exculpatory sentence void in NV); nothing bars requiring renter's insurance. [...full trail in lease-clauses.csv notes]
services-utilities-provided-ks-oh,LEASE_CLAUSE,NV,NRS 118A.200(3)(d); NRS 118A.220(1)(d),CITED,VERIFIED,2026-08-22,2026-09-24,services-utilities-provided,NV: Services are a mandatory lease subject; ks-oh row avoids the base row's force-majeure disclaimer. [...full trail in lease-clauses.csv notes]
rent-single-figure-nv,LEASE_CLAUSE,NV,NRS 118A.200(6)-(9); NRS 118A.405,CITED,VERIFIED,2025-10-01,2026-09-24,,"NV: AB 121 (2025), eff. 2025-10-01. Every mandatory monthly fee must roll into {{monthly_rent}}. SCHEMA GAP: font-size and same-page placement rules. [...full trail in lease-clauses.csv notes]"
late-fee-nv,LEASE_CLAUSE,NV,NRS 118A.210(4); NRS 118A.150; NRS 118A.355(1)(d); NRS 118A.380(1)(c),CITED,VERIFIED,,2026-09-24,late-fee,NV: At least 3 days' grace; cap 5% of periodic rent; no compounding. Builder constraints recorded in the CSV notes. [...full trail in lease-clauses.csv notes]
security-deposit-cap-nv,LEASE_CLAUSE,NV,"NRS 118A.242(1)-(3), (5); NRS 118A.240(1)-(2)",CITED,VERIFIED,,2026-09-24,,NV: Cap: all deposits plus any surety bond <= 3 months' rent. [...full trail in lease-clauses.csv notes]
security-deposit-return-nv,LEASE_CLAUSE,NV,"NRS 118A.242(4), (6)-(9); NRS 118A.345(5)",CITED,VERIFIED,,2026-09-24,security-deposit-return,NV: 30 days after termination; penalty up to the deposit amount again. Closes NV's gap in the security-deposit-return REQUIRED family. [...full trail in lease-clauses.csv notes]
move-in-inventory-nv,LEASE_CLAUSE,NV,NRS 118A.200(3)(k),CITED,VERIFIED,,2026-09-24,,NV: Signed inventory/condition record must be part of the executed lease; builder needs a signed attachment. [...full trail in lease-clauses.csv notes]
owner-identity-disclosure-nv,LEASE_CLAUSE,NV,NRS 118A.260; NRS 118A.270; NRS 118A.410,CITED,VERIFIED,,2026-09-24,,NV: In-state agent for process; emergency contact in county or within 60 miles. [...full trail in lease-clauses.csv notes]
possession-delay-nv,LEASE_CLAUSE,NV,NRS 118A.370; NRS 118A.280; NRS 118A.220(1)(a),CITED,VERIFIED,,2026-09-24,possession-delay,NV: Tenant may terminate on 5 days' notice whenever possession is not delivered. [...full trail in lease-clauses.csv notes]
tenant-maintenance-nv,LEASE_CLAUSE,NV,NRS 118A.310(1)(b)-(g); NRS 118A.290(4)-(5),CITED,VERIFIED,,2026-09-24,tenant-maintenance,"NV: Supersedes the base row, whose fault-free repair duty conflicts with 118A.290(4). [...full trail in lease-clauses.csv notes]"
pet-policy-nv,LEASE_CLAUSE,NV,"NRS 118A.200(3)(c), (6); NRS 118A.240; NRS 118A.242(1); NRS 118A.320(1)(g); NRS 118A.330(4); NRS 118.105",CITED,VERIFIED,,2026-09-24,pet-policy,NV: Pet rent must be inside the single rent figure; pet deposit counts toward the cap. [...full trail in lease-clauses.csv notes]
payment-methods-nv,LEASE_CLAUSE,NV,NRS 118A.303,PARTIAL,VERIFIED,2025-10-01,2026-09-24,acceptable-payment-methods,"NV: AB 121 (2025), eff. 2025-10-01. UNRESOLVED: whether a money order/cashier's check issuer fee is a 'fee for using the method' under 118A.303(1)(a); secondary sources conflict. Safe default: always offer a fee-free personal-check option. [...full trail in lease-clauses.csv notes]"
returned-payments-nv,LEASE_CLAUSE,NV,NRS 118A.200(3)(g); NRS 118A.303(1); NRS 597.960; NRS 41.620,PARTIAL,VERIFIED,,2026-09-24,returned-payments,NV: UNRESOLVED: whether 597.960's $25 cap reaches rent ('goods or services'); bracket steers to $25 or less. Same money-order question as payment-methods-nv. [...full trail in lease-clauses.csv notes]
rent-increase-notice-nv,LEASE_CLAUSE,NV,NRS 118A.300; NRS 118A.510(3)(d),CITED,VERIFIED,,2026-09-24,,NV: 60 days (30 for periods under a month); no frequency or amount cap; rent-control preemption not checked. [...full trail in lease-clauses.csv notes]
casualty-termination-nv,LEASE_CLAUSE,NV,NRS 118A.400,CITED,VERIFIED,,2026-09-24,,NV: 7-day tenant window; landlord also has a termination right. [...full trail in lease-clauses.csv notes]
abandoned-property-nv,LEASE_CLAUSE,NV,NRS 118A.460; NRS 118A.450,CITED,VERIFIED,,2026-09-24,,NV: Vehicles under NRS ch. 487 not read. [...full trail in lease-clauses.csv notes]
dv-lease-termination-nv,LEASE_CLAUSE,NV,NRS 118A.345; NRS 118A.347,CITED,VERIFIED,,2026-09-24,,"NV: Clause defers to the incorporated definitions (NRS 33.018, 200.366, 200.571, 200.575, not read) rather than paraphrasing scope, so the clause itself is fully verified. [...full trail in lease-clauses.csv notes]"
infirmity-death-termination-nv,LEASE_CLAUSE,NV,NRS 118A.340,CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
flag-display-nv,LEASE_CLAUSE,NV,NRS 118A.325; NRS 118A.200(3)(n),CITED,VERIFIED,,2026-09-24,,NV: Lease must contain information about this right. [...full trail in lease-clauses.csv notes]
religious-display-nv,LEASE_CLAUSE,NV,NRS 118A.327; NRS 118A.200(3)(o),CITED,VERIFIED,2025-07-01,2026-09-24,,"NV: SB 201 (2025), eff. 2025-07-01. '36 by 12 square inches' ambiguity is in the enacted text itself. [...full trail in lease-clauses.csv notes]"
nuisance-reporting-nv,LEASE_CLAUSE,NV,NRS 118A.200(3)(l)-(m); NRS 202.450; NRS 202.470; NRS 202.480,CITED,VERIFIED,,2026-09-24,,NV: 202.470 never amended. Reporting agencies are local (municipal layer flagged). [...full trail in lease-clauses.csv notes]
sfr-occupancy-disclosure-nv,LEASE_CLAUSE,NV,"NRS 118A.200(4), (10)",CITED,VERIFIED,,2026-09-24,,NV: Verified against (4); 205.0813/.0817 not needed for the disclosure text. SCHEMA GAP: first-page position and 2x font rule. [...full trail in lease-clauses.csv notes]
edu-lease-content-requirements-nv,LANDLORD_EDUCATION,NV,"NRS 118A.200(1)-(3), (5), (9); NRS 118A.235",CITED,VERIFIED,,2026-09-24,,"NV: Mixed effective dates (AB 121, SB 201, pre-2025). [...full trail in lease-clauses.csv notes]"
edu-application-fees-nv,LANDLORD_EDUCATION,NV,NRS 118A.306,CITED,VERIFIED,2025-10-01,2026-09-24,,"NV: AB 121 (2025), eff. 2025-10-01. [...full trail in lease-clauses.csv notes]"
edu-security-deposit-rules-nv,LANDLORD_EDUCATION,NV,NRS 118A.240; NRS 118A.242; NRS 118A.244; NRS 118A.250; NRS 118A.349(1)(c),CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-no-deposit-interest-nv,LANDLORD_EDUCATION,NV,NRS 118A.240-.250; NRS 118.101(4),CITED,VERIFIED,,2026-09-24,,NV: Absence of an interest requirement rests on a full primary read of 118A.240-.250 and 118.010-.205; the disability-modification restoration deposit is the one interest-bearing exception. [...full trail in lease-clauses.csv notes]
edu-habitability-duty-nv,LANDLORD_EDUCATION,NV,NRS 118A.290; NRS 118A.280,CITED,VERIFIED,,2026-09-24,,NV: Includes the 2023 home-warranty deductible pass-through ban. [...full trail in lease-clauses.csv notes]
edu-tenant-repair-remedies-nv,LANDLORD_EDUCATION,NV,NRS 118A.350; NRS 118A.355; NRS 118A.360; NRS 118A.380,CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-self-help-eviction-ban-nv,LANDLORD_EDUCATION,NV,NRS 118A.480; NRS 118A.390; NRS 118A.090; NRS 118A.520(3); NRS 40.253(5)(b),PARTIAL,VERIFIED,,2026-09-24,,NV: UNRESOLVED ambiguity: whether an uncontested 40.253 notice is a 'proceeding' under 118A.480. No appellate decision; practice evidence supports the row's conservative reading. [...full trail in lease-clauses.csv notes]
edu-rules-regulations-nv,LANDLORD_EDUCATION,NV,NRS 118A.320,CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-sale-new-owner-notice-nv,LANDLORD_EDUCATION,NV,NRS 118A.349; NRS 118A.244; NRS 118A.260(2),CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-shutdown-worker-protection-nv,LANDLORD_EDUCATION,NV,NRS 118A.310(2); NRS 118A.315; NRS 40.0025-.0045; NRS 40.251(3)-(5); NRS 40.2512(2); NRS 40.253(12)(b); NRS 118A.510(1)(i),CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-key-control-policy-nv,LANDLORD_EDUCATION,NV,NRS 118A.332,CITED,VERIFIED,2025-10-01,2026-09-24,,NV: SB 114 (2025). effective_from 2025-10-01 rests on three secondary sources; enrolled bill not read. [...full trail in lease-clauses.csv notes]
edu-senior-housing-work-card-nv,LANDLORD_EDUCATION,NV,NRS 118A.335,CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-prohibited-lease-terms-nv,LANDLORD_EDUCATION,NV,NRS 118A.220; NRS 118A.230; NRS 118A.242(8); NRS 118A.327(1); NRS 118A.200(9); NRS 40.252,CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-dv-termination-documentation-nv,LANDLORD_EDUCATION,NV,"NRS 118A.345(2)-(3), (6), (11)-(12); NRS 118A.347",CITED,VERIFIED,,2026-09-24,,NV: Incorporated definitions not read; the row lists documentation only. [...full trail in lease-clauses.csv notes]
property-tax-rent-disclosure-nv,LEASE_CLAUSE,NV,NRS 118.165,CITED,VERIFIED,,2026-09-24,,NV: Clause performs the annual duty and places the lease inside the (3)(a) exemption. Builder needs the annual tax figure and a July reminder. [...full trail in lease-clauses.csv notes]
edu-retaliation-nv,LANDLORD_EDUCATION,NV,NRS 118A.510; NRS 118A.060,CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-emergency-assistance-nv,LANDLORD_EDUCATION,NV,NRS 118A.515; NRS 202.450(10),CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-landlord-lien-abolished-nv,LANDLORD_EDUCATION,NV,NRS 118A.520; NRS 118A.390,CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-termination-notice-nv,LANDLORD_EDUCATION,NV,NRS 40.250; NRS 40.251; NRS 40.252; NRS 40.280,CITED,VERIFIED,,2026-09-24,,NV: No just-cause rule: confirmed from primary text of 40.215-40.425 and all of 118A. [...full trail in lease-clauses.csv notes]
edu-nonpayment-eviction-nv,LANDLORD_EDUCATION,NV,NRS 40.2512; NRS 40.253; NRS 40.280; NRS 40.360(3); NRS 118A.490,CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-no-cure-eviction-grounds-nv,LANDLORD_EDUCATION,NV,NRS 40.2514; NRS 40.2516; NRS 40.254(3); NRS 118A.430,CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-eviction-record-sealing-nv,LANDLORD_EDUCATION,NV,NRS 40.2545,CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-notice-service-nv,LANDLORD_EDUCATION,NV,NRS 40.280; NRS 118A.190(2)-(3),PARTIAL,VERIFIED,,2026-09-24,,NV: UNRESOLVED ambiguity (same as notices): whether 40.280's server-identity rule reaches non-eviction 118A notices. SB 151 (2019) amended only 40.280. Body gives the conservative course. [...full trail in lease-clauses.csv notes]
edu-fair-housing-nv,LANDLORD_EDUCATION,NV,NRS 118.020; NRS 118.045-.093; NRS 118.100; NRS 118.101; NRS 118.103; NRS 118.110; NRS 118.115; NRS 118.120,CITED,VERIFIED,,2026-09-24,,"NV: Absences (source of income, age, marital and military status) confirmed within 118.010-.120 only. [...full trail in lease-clauses.csv notes]"
edu-assistance-animal-nv,LANDLORD_EDUCATION,NV,NRS 118.105; NRS 118.101(1)(b),CITED,VERIFIED,,2026-09-24,,NV: Federal posture: HUD FHEO-2020-01 and FHEO Notice 2013-01 withdrawn 2025-09-17 (FR Doc. 2026-06624). Recheck the federal guidance status periodically. [...full trail in lease-clauses.csv notes]
edu-abandonment-notice-nv,LANDLORD_EDUCATION,NV,NRS 118.171-.205; NRS 118A.450,CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-towing-nv,LANDLORD_EDUCATION,NV,NRS 487.038; NRS 487.039,CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-foreclosure-sale-tenants-nv,LANDLORD_EDUCATION,NV,NRS 40.255,CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
edu-access-remedies-nv,LANDLORD_EDUCATION,NV,NRS 118A.500; NRS 118A.330(4),CITED,VERIFIED,,2026-09-24,,NV: See the NV: note in lease-clauses.csv. [...full trail in lease-clauses.csv notes]
smoke-detector-duty-nv,LEASE_CLAUSE,NV,NRS 477.140(1); NRS 477.100; NRS 477.030(11),CITED,VERIFIED,,2026-09-24,,NV: Statutory duty reaches apartment buildings of 3+ units only; clause is RECOMMENDED elsewhere. Clark County local codes flagged. [...full trail in lease-clauses.csv notes]
edu-smoke-detector-scope-nv,LANDLORD_EDUCATION,NV,NRS 477.140; NRS 477.100; NRS 477.030(11),PARTIAL,VERIFIED,,2026-09-24,,"NV: Smoke-detector content is CITED. The carbon-monoxide absence is NOT LOCATED rather than confirmed: NRS 278, 461, 461A and the NRS index not searched. [...full trail in lease-clauses.csv notes]"
edu-returned-check-remedies-nv,LANDLORD_EDUCATION,NV,NRS 41.620(1); NRS 597.960(1),CITED,VERIFIED,,2026-09-24,,NV: Both source lines checked against revisor text. Whether rent is 'goods or services' under 597.960 remains unsettled. [...full trail in lease-clauses.csv notes]
edu-service-animal-misrepresentation-nv,LANDLORD_EDUCATION,NV,NRS 426.805,PARTIAL,VERIFIED,,2026-09-24,,"NV: Offense text read; the 'service animal' definition (NRS 426.097) was taken from the research report, not read. [...full trail in lease-clauses.csv notes]"
edu-deposit-escheat-nv,LANDLORD_EDUCATION,NV,"NRS 120A.500(1)(q), (3); NRS 120A.540; NRS 120A.550; NRS 120A.560; NRS 120A.570(1)",CITED,VERIFIED,,2026-09-24,,"NV: 120A.500 seen via the revisor page excerpt, consistent with the Justia 2025 copy. [...full trail in lease-clauses.csv notes]"
