clause_id,content_type,state,citation,citation_status,verification_status,effective_from,last_checked,supersedes,notes
default-by-tenant,LEASE_CLAUSE,MN,,GENERIC,VERIFIED,2026-08-23,2026-09-06,,"MN's cure-period language already defers to 'applicable law' rather than a hardcoded number, so it doesn't shorten anything -- Minnesota has no general statutory cure period for lease violations (confirmed absent this session). The mutual 'prevailing party' fee-shifting sentence is already compatible with MN's automatic-mutuality rule (Minn. Stat. § 504B.172) without needing to be the state that forced that language -- CO's own statute (§38-12-801(3)(a)(II)) is what originally drove the mutual phrasing; see lease-clause-citations-CO.csv. No MN-specific override needed."
deposit-last-month-rent-mn,LEASE_CLAUSE,MN,"Minn. Stat. § 504B.178, subd. 8",CITED,VERIFIED,2026-09-03,2026-09-03,,"Resolves the last-month's-rent deposit-application-restriction topic for MN (Kansas has a comparable architecture). Real exceptions that run against the landlord and are easy to miss: the restriction does not apply to an oral or written month-to-month tenancy where no notice to quit has been served, nor to the last month of a §559.21 contract-for-deed cancellation period or a Ch. 580/581/582 foreclosure redemption period. The penalty is conditioned on the landlord having first made written demand and given notice of the subdivision -- without that step, no penalty attaches."
due-at-signing,LEASE_CLAUSE,MN,,GENERIC,VERIFIED,2026-08-23,2026-08-23,,"Generic contract-mechanics clause; MN whole-library audit (Minnesota session, 2026-08-23) found no MN-specific statutory language or conflict."
dv-lease-termination-mn,LEASE_CLAUSE,MN,Minn. Stat. § 504B.206,CITED,VERIFIED,2026-09-03,2026-09-03,,"THIRD AND MOST SERIOUS proof-of-absence violation this project caught: the MN decision log had recorded this topic as 'Present, already covered,' but no MN LEASE_CLAUSE actually addressed DV/violence termination at all -- worse than an honest 'not yet logged' gap, since a false 'covered' note means a canvass would never re-flag it. Four qualifying grounds confirmed (domestic abuse, criminal sexual conduct, sexual extortion, harassment) -- broader than WY's Safe Homes Act, which doesn't cover sexual extortion/harassment. Two real drafting errors from an initial partial-search draft were caught and fixed the same session: delivery method (the current text dropped 'fax' as an option years ago) and notice content ('date the lease will terminate,' not 'date tenant will vacate' -- a tenant who leaves early has not terminated under the statute). Multi-tenant rule (subd. 3(b)) is more consequential than expected: one co-tenant's DV termination notice ends the tenancy for ALL remaining tenants and releases everyone's deposit claim."
early-termination,LEASE_CLAUSE,MN,,GENERIC,VERIFIED,2026-08-23,2026-08-23,,"MN's '10 days to cure' figure is more generous than Minnesota requires -- Minnesota has no general statutory cure period for material lease violations (confirmed absent this session), unlike KS/NE where a real 14-day statutory cure period made the same figure a rights-shortening conflict. No MN conflict, no override needed."
edu-abandoned-property-retake-duty-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. § 504B.271, subd. 2",CITED,VERIFIED,2026-09-03,2026-09-03,,"Found while primary-reading §504B.271 in full to re-verify abandoned-property-mn's figures. Once a tenant makes written demand, the landlord must allow retaking within 24 hours (or 48 hours excluding weekends/holidays if moved to off-premises storage) or the tenant recovers punitive damages up to twice actual damages or $1,000, whichever is greater, plus actual damages and attorney fees. Unlawful-possession landlords also pay removal/storage/care costs themselves. Housing-authority landlords are exempt from the punitive-damages remedy but must still permit retaking. Non-waivable."
edu-alarm-duty-split-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. § 299F.362, subd. 5; § 299F.51",CITED,VERIFIED,2026-09-03,2026-09-03,,"Companion to smoke-detector-duty-mn and carbon-monoxide-alarm-duty-mn, built specifically because the two statutes allocate maintenance in OPPOSITE directions -- smoke-alarm maintenance is the landlord's in every rental (including single-family), while CO-alarm maintenance during occupancy is the tenant's -- a distinction a single merged 'alarms' clause would flatten and get wrong. An insurer cannot deny a fire-loss claim for smoke-alarm noncompliance; local governments can adopt stricter single-family installation rules."
edu-animal-fairhousing-exemption-mismatch-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 363A.09; § 504B.113,CITED,VERIFIED,2026-09-03,2026-09-03,,"Resolves whether the fair-housing exemption and the assistance-animal statute's scope align for MN: they do NOT. §363A.09 is subject to statutory exemptions (most notably a resident owner-occupier renting a room in a one-family home); §504B.113, read in full, contains no exemption of any kind. A landlord genuinely exempt from part of the fair-housing statute is still fully bound by the animal statute -- the opposite assumption a small landlord would likely make."
edu-attorney-fee-mutuality-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 504B.172,CITED,VERIFIED,2026-09-03,2026-09-03,,"A third distinct pattern for attorney-fee-shifting across this project: CO requires the lease itself to be drafted mutual, KS flatly bans fee-shifting, and Minnesota makes mutuality automatic by operation of law regardless of lease language -- no special mutuality drafting is needed, and none can be drafted around."
edu-cannabis-possession-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 504B.171(c),CITED,VERIFIED,2026-09-03,2026-09-03,,"Bars banning a tenant's legal possession or non-smoking use of cannabis/hemp products (non-waivable); combustion/vaporization specifically may still be prohibited, which is exactly how Steinoak's Smoking Policy clause is already scoped. The risk is a broader custom 'no marijuana' clause a landlord might draft instead, which would violate the statute."
edu-deposit-successor-transfer-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. § 504B.178, subds. 5, 6",CITED,VERIFIED,2026-09-03,2026-09-03,,"If the landlord's interest ends (sale, assignment, death, receivership), the landlord has 60 days (or until the successor must account, whichever is first) to either transfer the deposit with interest and notify the tenant, or return it directly -- doing neither exposes the same doubling penalty as other deposit failures. A buyer who gives written notice of the transferred/assumed amount, unobjected-to within 20 days, caps their own obligation at the stated amount."
edu-dv-information-confidentiality-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. § 504B.206, subd. 2",CITED,VERIFIED,2026-09-03,2026-09-03,,"A DV termination notice makes four things confidential (the notice's contents, the qualifying document, the tenant's relocation address, and their victim status) -- none may go into a shared database or be disclosed to anyone. These duties are expressly paramount and supersede any release or data-sharing consent the tenant may have signed elsewhere (application, lease), which is directly relevant to Steinoak product design. Violation carries $2,000 statutory damages plus attorney fees regardless of proven actual loss."
edu-dv-qualifying-documents-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. § 504B.206, subds. 3, 5, 6",CITED,VERIFIED,2026-09-03,2026-09-03,,"The statute defines exactly five qualifying documents (a valid protection order, an in-effect no-contact order, a signed writing from a court official or from law enforcement, or a Statement by Qualified Third Party on the statute's own form) -- a bare police report doesn't qualify, and no conviction or filed case is required. Multi-tenant termination ends the lease for ALL tenants at the later of month-end or rent-interval-end, releases everyone's deposit claim, and a remaining tenant who wants to stay must reapply for a new lease. The landlord may not bring an eviction action against a tenant who terminated under this section; waiver is barred in both directions."
edu-entry-notice-content-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. § 504B.211, subds. 2-5",CITED,VERIFIED,2026-09-03,2026-09-03,,"Full 9-category reasonable-business-purpose list and 3-category emergency-exception list confirmed directly from the statute. DOUBLE BAR confirmed on re-audit: a prospective tenant cannot waive the entry-notice right in advance, AND the landlord cannot condition lease formation or continuation on a waiver -- a broad 'Landlord may enter at any time' lease clause is itself the violative conduct, not just unenforceable. Real-time tenant consent to shorter notice in the moment remains permitted. $500 civil penalty attaches per violation, not per tenancy."
edu-esa-independent-basis-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 504B.113,CITED,VERIFIED,2026-09-03,2026-09-03,,"Minnesota independently regulates service and support animals in housing rather than deferring entirely to federal law -- species-open (unlike Kansas's dogs-only KAAD), a closed licensed-professional documentation list that expressly excludes ESA-certification mills, no medical-records demands, and its own state definition of disability. QUALIFIER surfaced and corrected on re-audit: subd. 1(f)'s 'reasonable accommodation' definition cross-references the federal FHA/Rehabilitation Act 'as amended' -- a DYNAMIC reference, so while the ESA definition and fee prohibition are genuinely independent, the accommodation TRIGGER itself is still federally tethered and could narrow if federal standards narrow. An earlier draft of this row overstated Minnesota's insulation from HUD's 2025-2026 enforcement changes; corrected same session."
edu-eviction-expungement-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 484.014,CITED,VERIFIED,2026-09-03,2026-09-03,,"The 2024 rewrite (Laws 2023 c 52 art 19 s 117) makes expungement MANDATORY without any tenant motion in most non-landlord-win outcomes (prevailing on the merits, dismissal for any reason, agreed expungement), and loosened the discretionary standard so a colorable claim no longer defeats it. A landlord has essentially no ability to object. ARCHIVED-VERSION TRAP CAUGHT: search results initially returned 2010/2019 revisor pages carrying the OLD pre-2024 discretionary standard, which is still widely repeated by housing organizations and law firms -- the third archived-version instance this session, and the first in the landlord-favorable direction, which is exactly the direction least likely to get double-checked."
edu-fair-housing-protected-classes-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 363A.09,CITED,VERIFIED,2026-09-03,2026-09-03,,"PROOF-OF-ABSENCE-STYLE VIOLATION FIX: the MN decision log had already recorded this as 'Present, broader than federal' (adding creed, marital status, public-assistance status, sexual orientation, gender identity, familial status) with a note to build a row later -- never done, so zero MN rows mentioned fair housing protected classes before this one. Worse than a confirmed-absent gap, since a PRESENT topic with no row means the generated MN lease/product was missing content it should carry. 'Status with regard to public assistance' is the one that most often catches landlords out (refusing a Section 8 voucher holder is a protected-class problem in MN, not a neutral business call)."
edu-farm-and-mhp-scope-mn,LANDLORD_EDUCATION,MN,Minn. Stat. Ch. 327C (manufactured home parks); Ch. 514 (agricultural landlord's crop lien),CITED,VERIFIED,2026-09-03,2026-09-03,,"Proof-of-absence-style row documenting a boundary the MN decision log had already adjudicated but never given a CSV row: manufactured home parks and agricultural tenancies both sit outside Chapter 504B and outside what a standard residential lease should be used for. Both remain deliberately out of scope as product decisions, revisitable on customer demand -- this row documents the boundary rather than reopening it."
edu-infirmity-termination-accessible-unit-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. § 504B.266, subd. 2(b)",CITED,VERIFIED,2026-09-03,2026-09-03,,"Companion finding to the termination-infirmity-mn clause fix: if the tenant's stated need is specifically for an accessible unit, and the landlord can offer one in the same complex within two months of the request, the statute doesn't apply and the tenant may not terminate -- found only by reading the full section rather than just the subdivision stating the notice period, the same partial-read failure mode flagged elsewhere in this project."
edu-inspection-notice-penalty-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. § 504B.178, subd. 4(4)",CITED,VERIFIED,2026-09-03,2026-09-03,,"The penalty attaches to failing to NOTIFY the tenant of the inspection option (at both the start and before the end of the tenancy) -- or to failing to complete an inspection the tenant actually requested -- not to skipping the inspection itself. Penalty is the withheld deposit portion plus interest, AS A PENALTY, on top of returning the wrongfully withheld amount -- effectively double exposure on the same dollars. Flagged as a dated, event-driven landlord obligation a lease clause alone can't discharge (the second notice has to actually go out months or years later) -- a strong candidate for the not-yet-built legal tracker feature."
edu-landlord-disclosure-consequences-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. § 504B.181, subd. 4",CITED,VERIFIED,2026-09-03,2026-09-03,,"The significant finding no prior MN row captured: an undisclosed landlord-identity failure is a MAINTENANCE BAR on any action to recover rent or possession -- the disclosure failure can defeat an eviction itself, with only a 30-day-prior-disclosure or actual-knowledge escape (fixing it on the courthouse steps doesn't help). Carve-out: failing to post the AG-statement notice alone does not block an action. Noncompliance also deems the caretaker/manager/rent-recipient the landlord's agent for service of process; a tenant who moves or subleases without 30 days' written notice voids the section as to that tenant -- a real landlord-side defense. The duty binds successor landlords."
edu-landlord-mitigation-duty-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 504B.154 (effective 2024),CITED,VERIFIED,2026-09-03,2026-09-03,,"Minnesota codified a landlord duty to mitigate damages on early termination in 2024, reversing the older common-law no-mitigation rule from Markoe v. Naiditch & Sons (1975) -- any pre-2024 guidance or template saying otherwise is now wrong for residential tenancies (commercial leases still follow the old rule). No row anywhere in the library had covered a Minnesota mitigation duty before this. A live example of the version-trap risk this project tracks generally: a common-law rule reversed by statute means older secondary sources are affirmatively wrong, not just stale."
edu-late-rent-reservation-fix-mn,LANDLORD_EDUCATION,MN,"Hook & Ladder Apartments, L.P. v. Nalewaja, A23-1048 (Minn. Sept. 24, 2025)",CITED,VERIFIED,2026-09-03,2026-09-03,,"Minnesota's version of the late-rent-acceptance-waiver doctrine is common law, not statutory (unlike NE's §76-1433) -- an earlier draft of this row was wrong in both directions and has been corrected against the actual opinion, read directly. The doctrine bars eviction only for the specific past breach the landlord knowingly accepted payment for; the late fee, ongoing rent, damages, and eviction for any later/repeated breach all survive. Whether a standing lease non-waiver clause can override the doctrine is a genuinely OPEN question in Minnesota -- the Supreme Court expressly declined to decide it and remanded to the district court, so 'a lease clause can't fix this' is not settled law either way. This decision issued 11 months before MN's original research session -- a research miss, not a currency lapse."
edu-lease-copy-defense-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. § 504B.115, subd. 2; § 504B.111",CITED,VERIFIED,2026-09-03,2026-09-03,,"Two consequences of not giving the tenant a lease copy: it's a DEFENSE for the tenant in most lease-enforcement actions (not nonpayment, peace-disturbance, malicious-destruction, or unlawful-activity actions) unless the landlord proves actual knowledge; and separately, failing to provide a required written lease is a PETTY MISDEMEANOR under §504B.111 -- an actual criminal penalty. Scope confirmed on re-audit after an earlier draft mis-inferred that a 2025 bill (HF 1648) had partially passed: it had NOT -- the sentence that looked like new law was actually 2019 amendment text the bill's draft happened to reproduce verbatim alongside its (unenacted) additions. Current scope: written lease required only for buildings with 12+ units, but the copy-and-defense duty applies to ANY written lease regardless of building size."
edu-no-bedbug-mold-disclosure-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 504B.161,CITED,VERIFIED,2026-09-03,2026-09-03,,"Proof-of-absence row: no dedicated bed bug or mold disclosure statute (a real cross-state difference, since CO/CA/ME all carry bed-bug rows) -- both are instead handled through the general habitability covenant, which since a 2023 amendment expressly includes extermination of insects, rodents, vermin, and other pests. No disclosure form exists, but an infestation or moisture problem remains a non-waivable repair obligation."
edu-no-confession-of-judgment-bar-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 325G.16,PARTIAL,VERIFIED,2026-09-03,2026-09-03,,"Minnesota's confession-of-judgment prohibition is scoped to consumer credit sales of PERSONAL property, and its operative definitions ('consumer credit sale,' 'goods') exclude real property -- so no separate statute bars a confession-of-judgment clause in a residential lease specifically. FLAGGED, not fully closed: §325G.16's full text was not read end to end this session -- the scope conclusion rests on the definitional sections only. Read the statute in full before relying on the negative. A confession-of-judgment clause would still face Minnesota's general contract doctrine, the Plain Language Contract Act, and the eviction statute's own procedural requirements regardless."
edu-no-criminal-penalty-animal-denial-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 504B.113 (read in full); § 609.833,CITED,VERIFIED,2026-09-03,2026-09-03,,"Minnesota does not criminalize a landlord's wrongful denial of a service/support animal -- §504B.113's remedies are civil (fee recovery, Human Rights Act discrimination claims); the only relevant criminal statute, §609.833, runs the other direction (penalizes a person misrepresenting an animal) and is scoped to places of public accommodation, not housing. Minnesota DOES have a separate landlord-facing criminal penalty elsewhere (§504B.111's petty misdemeanor for failing to provide a required written lease) -- worth asking the criminal-penalty question topic-by-topic per state rather than once per state, since the answer can be 'absent here, present elsewhere' within the same state."
edu-no-deposit-cap-statewide-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 504B.178 (contains no cap),CITED,VERIFIED,2026-09-03,2026-09-03,,"Proof-of-absence row: no statewide security-deposit cap and no statewide installment-payment right. Minneapolis caps the deposit at one month's rent by ordinance (half a month, payable in installments, if prepaid rent is also collected); St. Paul caps at one month's rent with a narrow exception. Municipal specifics are named, not resolved, per the project's standing municipal-scope boundary -- but named here because the state-level answer alone is meaningless to a Twin Cities landlord."
edu-no-double-letting-statute-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. §§ 504B.101-.154 (reviewed, no provision found)",CITED,VERIFIED,2026-09-03,2026-09-03,,"Confirmed absent: no Minnesota statute addresses double-letting (renting the same unit to two tenants for overlapping periods) across the leasing-and-rent sections reviewed this session. The closest analog is §504B.111's requirement that a written lease identify the specific unit before signing, noted as an analog rather than claimed as a double-letting rule."
edu-no-ev-charging-right-mn,LANDLORD_EDUCATION,MN,,CONFIRMED_ABSENT,VERIFIED,2026-09-03,2026-09-03,,"Proof-of-absence row carried forward from the MN decision log's own finding rather than a fresh statute-by-statute read this session: Minnesota is not among the states giving tenants a statutory right to EV-charging access (Colorado is, via ev-charging-rights-co). A landlord may permit, restrict, or condition tenant EV charging by lease terms, subject to ordinary electrical-safety/utility-billing obligations -- and Minnesota's flat ban on apportioning electricity in shared-metered buildings (§504B.216 subd. 5(a)) is the most likely real-world interaction point."
edu-no-holdover-damages-multiplier-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 504B.141,CITED,VERIFIED,2026-09-03,2026-09-03,,"Confirmed absent after reading §504B.141 and the eviction chapter directly: Minnesota provides no damages multiplier for holdover -- recovery is ordinary rent and actual damages only. Directly informed the shared `holdover` clause's 2026-09-03 rewrite, since the clause's old hardcoded 'double the Monthly Rent' language described a remedy that doesn't exist in Minnesota (the self-limiting tail kept it lawful but misleading)."
edu-no-payment-method-fee-ban-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 504B.120,CITED,VERIFIED,2026-09-03,2026-09-03,,"TITLE TRAP explicitly flagged: this section is titled 'Prohibited Fees' but, read in full, prohibits no fee at all -- it's purely a disclosure statute. It requires disclosing all nonoptional fees in the lease, stating rent-plus-nonoptional-fees as a 'Total Monthly Payment' on the lease's FIRST PAGE, disclosing nonoptional fees in advertising, and disclosing whether utilities are included -- violation carries TREBLE damages plus possible attorney fees. A canvass that resolved this topic from the section title alone would have wrongly concluded Minnesota bans payment-method fees. Flagged as a product/layout requirement (first-page placement, a specific required label), not just a clause-content question."
edu-no-radon-rental-disclosure-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. §§ 513.61, 144.496",CITED,VERIFIED,2026-09-03,2026-09-03,,"Minnesota's radon disclosure law applies to sales/transfers of residential real property, not ordinary rentals -- the sale-disclosure duty expressly excludes a transfer to a tenant already in possession. Rental-specific disclosure bills have been introduced repeatedly (2019, 2021, 2024) and never enacted. Confirmed again this session against the specific statutes after the original MN session had already flagged an overconfident secondary source claiming the opposite."
edu-no-state-servicemember-termination-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. §§ 192.501, 192.502",CITED,VERIFIED,2026-09-03,2026-09-03,,"Confirmed absent: Chapter 504B has no servicemember lease-termination provision, and Minnesota's separate military-protections statute (read in full from Taylor-supplied primary text) covers postsecondary students, professional/driver's-license and vehicle-registration renewal, and unpaid leave for ceremonies or injured-family care -- none of it reaches residential leases. The federal SCRA (50 U.S.C. §3955) is the sole authority. A secondary legal-template site was found asserting a Minnesota state-layer protection under the WRONG section number for the WRONG subject matter (a National Guard bonus/tuition statute) -- another instance of a confident secondary source defeated only by reading the cited section directly."
edu-no-unconscionability-statute-mn,LANDLORD_EDUCATION,MN,Minn. Stat. Ch. 504B (no dedicated provision),CITED,VERIFIED,2026-09-03,2026-09-03,,"Unlike Kansas (K.S.A. 58-2544) and Nebraska (§76-1412), Chapter 504B contains no express unconscionability provision letting a court refuse to enforce an unfair lease term. Minnesota instead regulates unfair terms through roughly eighteen separate, scattered non-waiver provisions found across Chapter 504B during this session's re-audit, plus general common-law contract doctrine and the Plain Language Contract Act -- a structurally different approach from a single consolidated standard, not a gap in protection."
edu-notice-delivery-methods-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. §§ 504B.321, 504B.265, 504B.271, 504B.365, 504B.206, 504B.181",CITED,VERIFIED,2026-09-03,2026-09-03,,"Minnesota has NO comprehensive electronic-notice-delivery regime -- delivery is specified per statutory section and the specifications genuinely conflict: the 14-day pre-eviction nonpayment notice must be personal or first-class mail ONLY (no electronic option, and a defective/missing notice gets the case dismissed and the file expunged); death-of-tenant and infirmity terminations require hand delivery or first-class mail; abandoned-property sale notice requires personal service or first-class-and-certified mail plus posting; post-writ sheriff notice requires mail plus a good-faith phone attempt; only the DV-termination notice (tenant-to-landlord) is clearly electronic-permissive. Consequence flagged for product: a generic lease clause designating email/a portal as THE method for all notices would be actively misleading in Minnesota, and the shared `notices` clause was checked and edited against this finding."
edu-ouster-utility-floor-remedies-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. §§ 504B.221, 504B.225, 504B.231",CITED,VERIFIED,2026-09-03,2026-09-03,,"Interrupting a tenant's electricity, heat, gas, or water, or locking them out, doesn't require the tenant to prove actual losses -- treble damages or $500 (whichever is greater) plus attorney fees is a statutory floor. Intentional shutoffs/lockouts are also a misdemeanor, with unlawful intent presumed once the tenant shows an intentional interruption, shifting the burden to the landlord to rebut it. None of it is waivable. This non-waiver language is what drove the correction to services-utilities-provided-mn."
edu-plain-language-contract-mn,LANDLORD_EDUCATION,MN,Minn. Stat. §§ 325G.29-.37,CITED,VERIFIED,2026-09-03,2026-09-03,,"Applies to any MN lease of three years or less -- requires clear, coherent, everyday language, appropriately divided and captioned. Re-audit corrected an earlier overstatement: the real remedy is not mere adverse construction against the landlord, but judicial REFORMATION of an offending provision where it caused the tenant substantial confusion AND financial detriment. Real limits found and added, downgrading this from a compliance risk to more of a quality issue: a good-faith, reasonable compliance effort is a full defense to civil penalties and fee awards; class-action fees are capped at $10,000; and critically, a violation of this Act is NOT a defense to the tenant's own breach or to an eviction action. Still unread: §325G.35 (AG review) -- doesn't affect the remedy findings above."
edu-pre-eviction-notice-nonpayment-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. § 504B.321, subd. 1a (effective 2024-01-01)",CITED,VERIFIED,2026-09-03,2026-09-03,,"A written pre-filing notice is required before any nonpayment eviction, with mandatory content (total amount due, itemized accounting, the authorized rent recipient's name/address, statutory tenant-options language) and a 14-day cure-or-vacate window. The consequence for a defective or missing notice is severe: the court SHALL dismiss without prejudice AND expunge the eviction file -- not merely delay the case. Applies only to nonpayment; Minnesota has no general statutory cure notice for other lease violations. A local government may set a longer notice period, which controls."
edu-prohibited-fees-disclosure-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 504B.120,CITED,VERIFIED,2026-09-03,2026-09-03,,"Requires disclosing all nonoptional fees in the lease and stating rent-plus-nonoptional-fees as a 'Total Monthly Payment' on the lease's first page, plus the same disclosure in any unit advertisement. Flagged explicitly as a product/layout requirement (first-page placement, a specific required label) rather than something clause selection alone satisfies -- recommended for the lease-builder team to track alongside MN's verbatim utility-disclosure attachment requirement."
edu-protected-class-inquiry-record-ban-mn,LANDLORD_EDUCATION,MN,"Minn. Stat. § 363A.09, subds. 1(3), 2(3)",CITED,VERIFIED,2026-09-03,2026-09-03,,"Separately from banning discrimination itself, Minnesota bans making or causing any record or inquiry -- written or oral -- that expresses a protected-class limitation in connection with a prospective rental. This reaches application forms, screening questions, and CRM/property-management-software notes and custom fields, not just the rental decision itself; a field recording an applicant's religion or public-assistance status is a problem even if never acted on. Unlike the federal rule, Minnesota's inquiry/advertising ban IS subject to the statutory exemptions (§§363A.21, .22, .26)."
edu-rent-control-preemption-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 471.9996,CITED,VERIFIED,2026-09-03,2026-09-03,,"Materially different from NE's and KS's flat preemption: Minnesota bars local rent control EXCEPT an ordinance approved at a general election -- which is why St. Paul has an enacted, in-effect rent-stabilization ordinance under this exception. Minneapolis voters authorized rent stabilization in 2021 but no ordinance has actually been enacted there, so no cap currently applies. Do not record Minnesota as a clean preemption state without this qualifier."
edu-renters-insurance-limits-mn,LANDLORD_EDUCATION,MN,Minn. Stat. § 504B.161,CITED,VERIFIED,2026-09-03,2026-09-03,,"No statute prohibits requiring renter's insurance, and a clear lease requirement is enforceable -- but the non-waivable habitability covenant means a landlord cannot use tenant insurance to shift the landlord's own repair obligations onto the tenant; the Attorney General's own handbook states a lease term making the tenant responsible for landlord maintenance/repairs 'is not enforceable' regardless of what insurance the tenant carries. Requiring coverage for the tenant's own belongings and liability is the legitimate use."
