clause_id,content_type,state,citation,citation_status,verification_status,effective_from,last_checked,supersedes,notes
dv-lease-release-sd,LEASE_CLAUSE,SD,SDCL 43-32-19(3); SDCL 43-32-19.1,CITED,VERIFIED,2026-08-23,2026-08-23,,"Three qualifying-document types match the general CO/KS/NE/MN pattern for this topic. South Dakota's liability cutoff (rent for the month following the month vacated) is a somewhat different formulation from Nebraska's release-date-driven cutoff (dv-lease-release-ne) -- not yet cross-checked against every other state's exact cutoff mechanics, flagged as a possible future cross-state consolidation item."
early-termination,LEASE_CLAUSE,SD,,GENERIC,VERIFIED,2026-08-23,2026-09-07,,"Generic contract-mechanics clause; SD re-audit (2026-09-07, Tier A of the L.2 exhaustive generic-clause audit) found no SD-specific statutory interaction, or self-limiting text that already defers to applicable law."
edu-advance-rent-vs-deposit-sd,LANDLORD_EDUCATION,SD,SDCL 43-32-6.1,CITED,VERIFIED,2026-09-07,2026-09-07,,"Whether money collected up front is a 'security deposit' turns on its FUNCTION, not its label: §43-32-6.1's opening sentence supplies this functional test directly ('any deposit of money, the function of which is to secure the performance of a residential rental agreement... shall be deemed to be a security deposit'). A payment genuinely applied as rent for the final month is advance rent and doesn't count against the one-month deposit cap; the same payment held as security against damage or nonperformance is deemed a deposit regardless of what the lease calls it, carrying all the deposit rules including the return deadline, itemized-accounting window, forfeiture, and punitive-damages exposure. CORRECTED 2026-09-07: an earlier draft asserted advance rent and security deposit are flatly 'separate categories,' unconditioned -- overstated, since the statute's own functional test governs which one a given payment actually is. GENUINELY OPEN, not just under-researched: whether general contract-law principles would treat an advance-rent payment as functionally a deposit if a landlord tried to use it as damage security -- no case law located either way."
edu-attorney-fee-clause-limit-sd,LANDLORD_EDUCATION,SD,"SDCL 15-17-36, 15-17-37, 15-17-38, 15-17-39, 15-17-42",CITED,VERIFIED,2026-09-07,2026-09-07,,"South Dakota's strict American Rule sits in the costs chapter, not the landlord-tenant chapter: §15-17-38 leaves attorney compensation to the parties' agreement but allows fees to be TAXED AS COSTS only where a specific statute permits it, and §15-17-37's enumerated disbursements list contains NO attorney fees at all -- combined with §15-17-36 abolishing costs-as-indemnity generally, fees are not a default recoverable cost in SD, only a narrow statutory exception. §15-17-38's specific authorizations (family law, trusts, probate/guardianship, mortgage foreclosure) don't reach a residential lease. §15-17-39 separately voids a fee-on-default clause in an 'evidence of debt' -- whether a residential lease counts as one is a genuinely open question (Credit Collection Services v. Pesicka, 2006 S.D. 81, reversed a denial of contractual fees on a contract that was NOT an evidence of debt, implying but not holding that leases fall outside §15-17-39). Where fees ARE available: SDCL 21-16-11 (mutual, in eviction actions) and SDCL 43-32-28 (a prevailing tenant in a retaliation action) -- both the kind of specific statutory authorization §15-17-38 requires. RESOLVED AFTER AN EXPLICIT SCOPE ESCALATION: §15-17-42's own text ('This chapter applies to any civil action... in which the State of South Dakota... is a party') looked like it might LIMIT the whole chapter to government-party litigation, which would have misdirected this row's entire analysis -- resolved as an EXTENSION (confirming governmental parties aren't exempt), not a limitation, both because every other operative section is drafted with no governmental qualifier and because Pesicka itself applied §15-17-38 in a purely private dispute."
edu-death-incapacity-lease-survival-sd,LANDLORD_EDUCATION,SD,SDCL 43-32-23,CITED,VERIFIED,2026-08-23,2026-08-23,,"The opposite of a tenant-protective early-termination-on-death right (contrast North Dakota's own tenant-death-termination finding): if a lease is terminable at the pleasure of either party (a true at-will arrangement), it terminates on notice of that party's death or incapacity -- but in every other case, including an ordinary fixed-term residential lease, death or incapacity does NOT terminate the lease; it survives and binds the deceased or incapacitated party's estate or successor. A lease-survival/estate-binding rule, not a release mechanism -- flagged explicitly so it doesn't get conflated with ND's genuinely different architecture."
edu-detector-duty-scope-sd,LANDLORD_EDUCATION,SD,"ARSD 61:15:01:14, 61:15:01:15; ARSD 46:04:01:20",CITED,VERIFIED,2026-09-07,2026-09-07,,"South Dakota has no single smoke-detector statute covering all rentals, but three narrowly-scoped administrative rules: a multifamily residence housing SIX OR MORE families must have at least one smoke detector per unit (61:15:01:15, enforced by written notice with 30 days to comply); lodging establishments must have detectors in each sleeping room (61:15:01:14); and manufactured homes must have a smoke AND carbon-monoxide detector on each floor (46:04:01:20). What's NOT covered is the band that matters most for this project's customers: a single-family rental, a duplex, or any multifamily building under six families falls outside all three rules, with no detector requirement beyond the general habitability duty. CO detectors are required only in manufactured homes -- no rule requires them in a conventional rental of any size. MATERIAL CORRECTION, SECOND ERROR INTRODUCED IN THIS RE-AUDIT ITSELF (not inherited): an earlier draft of this very re-audit asserted 'neither rule reaches a typical single-family or apartment lease,' having read only 61:15:01:14 (the lodging-establishment rule) and stopped without reading the very next rule in the same chapter, 61:15:01:15, which DOES impose a real, enforceable duty on 6+-unit buildings. Caught only because this was the second instance of the identical stop-at-the-first-match failure in the same session, which triggered a mandatory adjacent-provision sweep going forward."
edu-dv-confidentiality-sd,LANDLORD_EDUCATION,SD,SDCL 43-32-19.2,CITED,VERIFIED,2026-08-23,2026-08-23,,"If a tenant terminates under South Dakota's domestic-abuse/stalking early-termination provision and provides a forwarding address or other contact information, the landlord may not disclose it to anyone except with the tenant's consent or as required by law -- the same confidentiality pattern already logged for Colorado, confirmed here as its own distinct South Dakota code section rather than folded into the termination-mechanics section."
edu-entry-notice-content-sd,LANDLORD_EDUCATION,SD,SDCL 43-32-32,CITED,VERIFIED,2026-08-23,2026-08-23,,"24 hours' written notice is presumed reasonable (not a fixed floor) unless the lease sets a different method/timing by mutual agreement; the notice must specify the entry date(s), a normal-business-hours time period, the purpose, and a means for the tenant to request rescheduling. Structurally close to North Dakota's entry-notice statute, but South Dakota's explicit tenant right to request rescheduling is a real addition ND's own text (as read in that session) didn't carry. No fixed 'reasonable hours' window exists in SD the way Minnesota has 8am-8pm -- SD leaves 'reasonable times' statutorily undefined."
edu-eviction-grounds-sd,LANDLORD_EDUCATION,SD,SDCL 21-16-1,CITED,VERIFIED,2026-09-07,2026-09-07,,"The three residentially-relevant FED grounds, confirmed on full-text re-audit: holdover after the lease term; failure to pay rent for three days after due; and waste, or doing/failing to do any act which under the LEASE'S OWN TERMS operates to terminate it -- South Dakota law does not independently define which lease violations justify eviction, so a Steinoak clause stating a violation 'operates to terminate this Lease' is doing real legal work in SD, not just restating a default."
edu-eviction-procedure-sd,LANDLORD_EDUCATION,SD,"SDCL 21-16-2 (repealed, SL 2024 ch 75 § 1); SDCL 21-16-6, 21-16-6.1, 21-16-7, 21-16-10, 21-16-11, 21-16-12",CITED,VERIFIED,2026-09-07,2026-09-07,,"South Dakota no longer requires a separate statutory notice to quit before filing an FED action (repealed 2024) -- a landlord may file once a ground exists, such as rent unpaid three days. CORRECTED 2026-09-07 after the whole chapter's primary text was supplied by Taylor (previously only cited, never read): an earlier draft OMITTED the real service regime entirely (a minimum of two service attempts, at least one week apart, both within thirty days, with conspicuous posting plus first-class mail on the second attempt -- building roughly a week's floor into every SD eviction that the earlier draft's process looked faster without) and omitted the appearance rule's alternative trigger (30 days after publication) and its continuance-undertaking requirement. Attorney fees are MUTUAL under §21-16-11 ('to the prevailing party,' either side, conditioned on licensed-attorney representation) -- SD's own instance of this project's standing cross-state fee-shifting-mutuality question, joining ND in confirmed-mutual language. A real, in-use South Dakota lease reviewed for comparison (South Dakota Achieve's) has its OWN one-way, tenant-pays-landlord attorney-fee clause for general contract enforcement outside the FED process -- not in conflict with §21-16-11's mutual rule, since that rule is scoped specifically to the eviction/FED court process and doesn't reach general lease-enforcement disputes, where ordinary freedom-of-contract principles still apply."
edu-exculpatory-clause-limit-sd,LANDLORD_EDUCATION,SD,"SDCL 53-9-3; Holzer v. Dakota Speedway, 2000 S.D. 65, 610 N.W.2d 787; Domson v. Kadrmas Lee & Jackson, 2018 S.D. 67, 918 N.W.2d 396",CITED,VERIFIED,2026-09-07,2026-09-07,,"South Dakota has no enumerated list of prohibited lease provisions, but §53-9-3 (unamended since 1939, no currency risk) voids any contract term exempting a party from responsibility for its own fraud, willful injury, or violation of law -- South Dakota's direct counterpart to N.D.C.C. § 9-08-02, which is why the North Dakota ground for extending the parking/storage-space/tenants-property-insurance exculpatory-clause family transfers to South Dakota rather than being defeated. In practice a clause releasing the landlord for ordinary negligence is generally enforceable if clear and unambiguous, void to the extent it reaches fraud or willful/wanton conduct. OPEN QUESTION, carried at secondary confidence: no South Dakota appellate decision applies §53-9-3 specifically to a landlord's exculpatory clause in a residential lease -- Holzer is a motorsport spectator release and Domson an engineering contract, so the ordinary-negligence-enforceable holding is an extrapolation from analogous cases, not a direct one. Separately, no exculpatory language can waive the landlord's non-waivable repair/habitability duty under SDCL 43-32-8."
edu-fair-housing-additions-sd,LANDLORD_EDUCATION,SD,SDCL 20-13-20; SDCL 20-13-1(16),CITED,VERIFIED,2026-09-07,2026-09-07,,"Beyond the 7 federally protected classes, South Dakota's own fair housing law adds only creed and ancestry -- a narrower state addition than CO/MN's broader lists in this project. No source-of-income (voucher) protection and no SOGI protection at the state level. The small-landlord owner-occupied exemption is CONFIRMED PRESENT and genuinely narrower than the federal Mrs. Murphy exemption: it caps at TWO units, not the federal FHA's four (42 U.S.C. § 3603(b)(2)) -- so an owner-occupied three- or four-unit building is exempt federally but NOT under South Dakota law, the opposite of what a landlord applying the familiar federal rule would assume. The exemption also does not reach the discriminatory-advertising prohibition regardless of building size. A landlord-identity-disclosure requirement was searched for and NOT found (a competing secondary source's specific citation, SDCL 43-32-2, was checked directly and is simply wrong -- that section is an unrelated agricultural-land lease-term cap) -- confirmed absent with reasonable confidence, not committed as its own row per this project's confirmed-absent convention."
edu-habitability-duty-sd,LANDLORD_EDUCATION,SD,"SDCL 43-32-8, 43-32-9",CITED,VERIFIED,2026-09-07,2026-09-07,,"A non-waivable duty to keep residential premises and common areas in reasonable repair, fit for habitation, and in good working order (electrical, plumbing, heating), except where disrepair is tenant-caused. If the landlord fails to repair within a reasonable time after tenant notice, the tenant may repair-and-deduct, or vacate and be discharged from further obligations -- or, where the repair cost exceeds one month's rent, withhold rent into a separate escrow account until repairs are made. That rent-escrow mechanic is a genuinely distinct middle option this project hasn't seen with this exact structure in CO/WY/KS/NE/MN/ND. Not built as a LEASE_CLAUSE since it states a mandatory, non-waivable landlord duty rather than negotiable lease language."
edu-holdover-mechanics-sd,LANDLORD_EDUCATION,SD,SDCL 43-32-14,CITED,VERIFIED,2026-09-07,2026-09-07,,"South Dakota has no statutory holdover-damages multiplier at all -- genuinely different architecture from every other state closed in this project (CO's double rent, KS's 1.5x, NE's 3x, ND's straight rent-through-term liability). Instead, if a tenant holds over and the landlord accepts rent, the law presumes the parties renewed the tenancy on the SAME terms for the SAME time, capped at one year. If the landlord doesn't want to renew, the practical remedy is declining further rent and proceeding to eviction rather than relying on a statutory penalty. Directly drove holdover-sd's supersession of the generic clause."
edu-landlord-lien-absence-sd,LANDLORD_EDUCATION,SD,,CONFIRMED_ABSENT,VERIFIED,2026-08-23,2026-08-23,,"South Dakota gives a residential landlord no general lien or security interest over a tenant's personal property to secure unpaid rent -- the only lien-like mechanism is the narrow abandoned-property handling-cost lien already captured in abandoned-property-sd (SDCL 43-32-26), not a general security interest usable against a tenant still in possession. Reasonable but not maximally strong finding: no general landlord's-lien statute was found in Title 44 (SD's general lien-law title) or ch. 43-32 across two search rounds, but unlike Kansas's (K.S.A. 58-2567) or Nebraska's (§76-1434) EXPLICIT abolition statutes, no evidence surfaced that South Dakota's lien ever existed and was abolished -- this rests on absence-of-evidence rather than an affirmative repeal, flagged honestly as the weaker of the two evidentiary shapes."
edu-late-rent-waiver-absence-sd,LANDLORD_EDUCATION,SD,,CONFIRMED_ABSENT,VERIFIED,2026-08-23,2026-08-23,,"South Dakota imposes no statutory requirement that a landlord reserve its rights when accepting late rent to preserve a later right to terminate for that same payment -- unlike Nebraska's §76-1433 ('after the breach' framing) or Kansas's 'without reservation' rule, neither of which SD has an analog to across multiple targeted searches. Bolstered by an architecture-based inference, not just absence-of-evidence: SD's 2024 repeal of its own notice-to-quit requirement removed the very framework NE/KS's waiver rules exist to police, making it unsurprising SD never developed (or has abandoned) an equivalent doctrine -- but the underlying search itself is a targeted-search absence, not a full-chapter read specific to this exact question, so it's carried at a slightly lower evidentiary tier than SD's chapter-wide confirmed absences."
edu-month-to-month-modification-notice-sd,LANDLORD_EDUCATION,SD,SDCL 43-32-13,CITED,VERIFIED,2026-08-23,2026-08-23,,"To modify a month-to-month lease's terms (including rent), the landlord must give at least 30 days' written notice before month-end; a tenant who receives one may instead terminate, effective the first of the next month, on 15 days' written notice. Must not be conflated with SD's separate 15-day general tenancy-at-will termination notice (SDCL 43-8-8, see edu-tenancy-at-will-termination-sd) -- §43-32-13 governs modifying specific lease terms, §43-8-8 governs simply ending an at-will tenancy outright with no modification involved. Several secondary sources correctly distinguish the two when read carefully, but a careless read of a bare 'SD notice = 15 days' headline risks collapsing them into one rule."
edu-no-post-writ-animal-duty-sd,LANDLORD_EDUCATION,SD,SDCL ch. 43-32 (read section-by-section); SDCL Title 21-16 (full text),CITED,VERIFIED,2026-09-07,2026-09-07,,"South Dakota law says nothing about what happens to a tenant's animals after eviction -- no animal-control notification route, notice-posting requirement, unattended-animal rule, or duty assigned to the landlord or sheriff; the abandoned-property provisions are written for property and are a poor fit for a live animal. Matches North Dakota's identical finding; Colorado is the outlier with an affirmative duty, so the absence is the regional norm. Confidence is genuinely two-tiered and stated as such: the ch. 43-32 half is fully primary-verified, while the Title 21-16 half (that the eviction chapter itself imposes no post-writ duty) rests on the complete chapter text supplied by Taylor, confirmed to contain no post-writ property or animal provision across §§21-16-1 to -12."
edu-no-prohibited-terms-list-sd,LANDLORD_EDUCATION,SD,SDCL 53-9-3; SDCL 43-32-8; SDCL 15-17-39,CITED,VERIFIED,2026-09-07,2026-09-07,,"South Dakota's landlord-tenant chapter has no enumerated list of prohibited lease provisions the way Kansas and Nebraska do -- confirmed via this project's own complete, primary-sourced index of Chapter 43-32's 37 sections, a stronger evidentiary posture than a mere failed search since it rests on positive knowledge of the chapter's full contents. That narrow absence is real, but a general contract statute independently fills much of the gap: §53-9-3 voids exculpatory/indemnification terms reaching fraud, willful injury, or violation of law; §43-32-8 makes the repair/habitability duty non-waivable; §15-17-39 voids attorney-fee-on-default provisions in an evidence of debt. CORRECTED 2026-09-07: an earlier draft asserted, without checking, that an exculpatory clause 'would be tested under general consumer-protection and common-law unconscionability doctrine' -- wrong, since §53-9-3 is squarely on point and had simply never been located (the earlier search stayed confined to ch. 43-32 and never reached Title 53). This is the correct, well-supported ground for extending the parking/storage-space/pet/property-insurance exculpatory-clause family to South Dakota."
edu-post-writ-property-duties-sd,LANDLORD_EDUCATION,SD,"SDCL 43-32-25, 43-32-26; SDCL Title 21-16 (full text)",CITED,VERIFIED,2026-09-07,2026-09-07,,"South Dakota imposes no post-writ inventory, storage, notice, or care-standard duty specific to eviction -- the general abandoned-property rules govern instead, triggered by the tenant having quit the premises rather than by service of a writ, so the same $500/30-day timeline applies whether the tenant leaves voluntarily or is removed. CROSS-STATE COMPARISON, recorded as comparison not inheritance: North Dakota's structurally similar lien is expressly subordinated to a prior perfected security interest; South Dakota's §43-32-26 lien carries NO such priority carve-out -- similar architecture, non-identical text. Found by an eviction-duty screen that had never previously been run against South Dakota, which also caught the missing post-writ-animal-duty row (edu-no-post-writ-animal-duty-sd) in the same pass."
edu-reasonable-accommodation-duty-sd,LANDLORD_EDUCATION,SD,SDCL 20-13-23.7,CITED,VERIFIED,2026-09-07,2026-09-07,,"South Dakota imposes its own state-level reasonable-accommodation duty in housing, separate from federal fair housing law: 'good faith efforts shall be made to reasonably accommodate' a disabled person unless it would impose undue hardship. The statute defines neither term and sets out no request-and-response procedure, so a landlord should document what was requested, considered, and why any accommodation was or wasn't made. Genuinely new to the library -- found only because a chapter-index sweep was finally run after the third instance of the same stop-too-early research failure in one session (see edu-service-animal-prohibition-criminal-penalty-sd's own saga). Recorded as landlord education rather than a lease clause since it states a standard of conduct, not a term the parties agree to; the FHA's reasonable-accommodation requirement is broader and better developed, and this row does not attempt to map where the two diverge."
edu-rent-control-preemption-sd,LANDLORD_EDUCATION,SD,SDCL 6-1-13,CITED,VERIFIED,2026-08-23,2026-08-23,,"South Dakota state law preempts local rent control outright -- no county, municipality, or other local government may enact or enforce an ordinance controlling private residential rent (a local government's own residential property it owns is unaffected). A genuinely useful architecture fact: Steinoak's municipal-ordinance-risk messaging for SD landlords can be more confident than the standard 'check local ordinances' hedge, since rent-amount control specifically cannot exist at the municipal level in SD regardless of what any individual city might attempt. Other categories of municipal ordinance (noise, occupancy limits, etc.) remain untouched by this section and stay out of scope."
edu-retaliation-prohibition-sd,LANDLORD_EDUCATION,SD,"SDCL 43-32-27, 43-32-28",CITED,VERIFIED,2026-08-23,2026-08-23,,"Bars retaliating against a tenant -- by above-market rent increases, service cutoffs, or a non-lease-breach notice to vacate -- within 180 days of a good-faith code complaint, written repair-notice, or tenant-organizing activity (a longer rebuttable-presumption window than most states surveyed). Unusual in also naming rent increases above 'fair market value' and utility-service decreases as retaliatory acts in their OWN right, not just as adverse notices to vacate -- a broader retaliatory-act definition than most states in this project. A landlord's decision not to renew at natural lease expiration is not itself retaliation. Remedies match the self-help-eviction-ban's (see edu-self-help-eviction-ban-sd) plus court-awarded attorney's fees."
edu-returned-check-fee-cap-sd,LANDLORD_EDUCATION,SD,"SDCL 57A-3-421 (as amended, SL 2024 ch 199 § 1)",CITED,VERIFIED,2026-09-07,2026-09-07,,"CORRECTED 2026-09-07 with primary text supplied by Taylor after two defects: (1) WRONG NUMBER -- the cap is $60, not $40 as originally shipped VERIFIED on the agreement of seven mutually consistent but uniformly stale secondary sources; (2) a FABRICATED PRECONDITION -- an earlier draft invented that stating the fee in the lease satisfies the statute, when the statute actually names exactly two mechanisms (conspicuous on-premises posting, or a conspicuous notice on customer statements from a business regularly extending credit), neither of which is a lease term. Liability attaches only where the payee is a 'merchant or place of business' meeting one of those two conditions, and only where the check was dishonored for closed account, insufficient funds, or insufficient credit. GENUINELY OPEN: whether a residential landlord counts as a 'merchant or place of business' at all for this statute -- if not, South Dakota may have NO statutory returned-check charge for residential rent whatsoever. CROSS-STATE NOTE: this figure coincidentally matched North Dakota's own $40 collection fee (a different statute, N.D.C.C. § 6-08-16(2)(a)) until 2024's SD amendment -- that parity is now false and was part of why the stale $40 felt independently corroborated."
edu-right-to-call-police-sd,LANDLORD_EDUCATION,SD,SDCL 43-32-18.1,CITED,VERIFIED,2026-08-23,2026-08-23,,"A landlord may not penalize a tenant for calling police or emergency assistance in response to domestic abuse, unlawful sexual behavior, or stalking -- non-waivable. Narrower in scope than Minnesota's §504B.205, which extends to any conduct including a mental-health or health crisis generally, not just DV-related calls -- a genuine scope difference, not an oversight. A landlord's-lien search (Title 44, ch. 43-32) and a last-month's-rent deposit-restriction search were also run this round without finding a hit -- both confirmed absent, consistent with SD's overall minimal-statute, lease-terms-control pattern; not committed as their own rows per this project's confirmed-absent convention."
edu-security-deposit-cap-sd,LANDLORD_EDUCATION,SD,SDCL 43-32-6.1,CITED,VERIFIED,2026-08-23,2026-08-23,,"Caps a residential security deposit at one month's rent. A larger deposit may be agreed only where 'special conditions pose a danger to the maintenance of the premises' (the statute's own phrase, undefined further by statute or located case law -- secondary sources uniformly cite pets as the example) -- a mutual-agreement exception, not a unilateral landlord right, so it should be documented as a negotiated term rather than simply charged."
edu-security-deposit-itemized-accounting-sd,LANDLORD_EDUCATION,SD,SDCL 43-32-24,CITED,VERIFIED,2026-09-07,2026-09-07,,"If the tenant requests an itemized accounting of any withheld deposit, the landlord must provide it within 45 days of tenancy termination -- a separate, longer deadline than the 21-day return/withholding-notice window (see security-deposit-return-sd). Noncompliance with the deposit-return requirements forfeits all rights to withhold any portion of the deposit; bad-faith retention (including failing to provide the required statement or accounting) exposes the landlord to punitive damages up to $200, notably low compared to other states in this project (e.g. North Dakota's treble-damages approach) -- a genuine cross-state architecture difference, not an error. CORRECTED 2026-09-07 for the same '2-week' → '21-day' amendment as security-deposit-return-sd; the 45-day accounting deadline, forfeiture rule, and $200 cap were all re-confirmed correct."
edu-self-help-eviction-ban-sd,LANDLORD_EDUCATION,SD,"SDCL 43-32-6, 2nd paragraph",CITED,VERIFIED,2026-08-23,2026-08-23,,"Bars a landlord from unlawfully removing/excluding a tenant, or willfully diminishing essential services (electric, gas, water, etc.), to force a tenant out. A tenant subjected to this may sue for an injunction, sue to recover possession, or terminate -- and in any case recover damages equal to TWO MONTHS' RENT plus return of any advance rent and deposit paid. Architecturally distinct from every other state closed in this project: the remedy sits directly inside the core landlord-tenant chapter itself (the same section as the landlord's basic quiet-enjoyment obligation) with its own specific damages measure, rather than a general Title-32-style statute (North Dakota) or a criminal-code provision (the Wyoming/Kansas pattern)."
edu-service-animal-prohibition-criminal-penalty-sd,LANDLORD_EDUCATION,SD,SDCL 20-13-23.4,CITED,VERIFIED,2026-09-07,2026-09-07,,"It is a crime for a landlord to prohibit, by lease or otherwise, a service animal for a tenant who is totally or partially physically disabled, blind, or deaf -- a Class 2 misdemeanor, and a direct restriction on lease content, not merely an unenforceable clause. This finding survived a genuinely difficult research saga worth recording: the original claim (citing the wrong section, 20-13-23.2) was withdrawn as scoped to public accommodations only, rewritten as a confirmed-ABSENCE row, and THAT absence claim was also withdrawn after a chapter-index sweep surfaced §20-13-23.4 itself -- the real housing-specific provision, on point almost verbatim with the original (substantively correct) claim. NET LESSON RECORDED: when a cited authority fails to support a claim, the next step is checking whether a DIFFERENT authority supports it, not concluding the claim itself is false -- disconfirming one citation only disconfirms that citation. SUBSTANTIVE NUANCE not previously in the library: §20-13-23.4's disability categories (physically disabled, blind, deaf) are NARROWER than the civil accommodation statute's, which a 2020 amendment broadened to include psychiatric and mental disability -- so the CRIMINAL provision appears not to reach a landlord who refuses a service animal to a tenant with a psychiatric/mental disability, even though the CIVIL duties under SDCL 43-32-33 to -36 and the federal FHA plainly do."
edu-tenancy-at-will-termination-sd,LANDLORD_EDUCATION,SD,"SDCL 43-8-8 (as amended, SL 2011 ch 197 § 1; SL 2024 ch 178 § 1); SDCL 43-8-9",CITED,VERIFIED,2026-09-07,2026-09-07,,"A landlord may terminate a residential tenancy at will on at least 15 days' written notice (reduced from 30 by a 2024 session law) -- extended to 2 months for a tenant on active military service, or their spouse or minor child, unless the tenant has engaged in sustained disruptive/illegal/destructive/negligent conduct or a material lease breach, or the landlord has sold the property or it has passed into the landlord's estate. Notice must be in writing, served on the tenant or a person of discretion on the premises, or (failing that) posted conspicuously. Sits in Title 43, Chapter 8 (general property law), not the landlord-tenant chapter -- found via a deliberate search for landlord-relevant law outside Chapter 43-32. Must not be conflated with SDCL 43-32-13's separate 30-day/15-day month-to-month MODIFICATION notice (see edu-month-to-month-modification-notice-sd) -- this section governs ending an at-will tenancy outright with no modification involved."
